problema,algoritmo,run,f1,f2,f3
Truss2D,NSGA-II,0,0.7885522204668814,5.298761391823857e-11,
Truss2D,NSGA-II,0,0.0004956218085877452,0.9999833753510597,
Truss2D,NSGA-II,0,0.3206264070679935,0.09042057870818078,
Truss2D,NSGA-II,0,0.7406924733330164,0.0011159139173815588,
Truss2D,NSGA-II,0,0.6826532422398087,0.0041151846457785175,
Truss2D,NSGA-II,0,0.03361028958687508,0.6290193416280961,
Truss2D,NSGA-II,0,0.2541030008162505,0.13264924981121673,
Truss2D,NSGA-II,0,0.03136633562625696,0.6526504252313816,
Truss2D,NSGA-II,0,0.04995503069442102,0.5260756108125134,
Truss2D,NSGA-II,0,0.01376552698302694,0.8144639057423259,
Truss2D,NSGA-II,0,0.34028176646367575,0.08418756037801248,
Truss2D,NSGA-II,0,0.026455168956788382,0.6904271455826454,
Truss2D,NSGA-II,0,0.712804794649164,0.0018723559794657828,
Truss2D,NSGA-II,0,0.05770645745372087,0.49750688797654596,
Truss2D,NSGA-II,0,0.5114080012139675,0.030056226292674803,
Truss2D,NSGA-II,0,0.21417542879520074,0.16612373299573732,
Truss2D,NSGA-II,0,0.10146509116706176,0.3320500379913244,
Truss2D,NSGA-II,0,0.13997637163353788,0.2531101022854801,
Truss2D,NSGA-II,0,0.03793187395890199,0.6111621382837753,
Truss2D,NSGA-II,0,0.04646392724683401,0.550187952663418,
Truss2D,NSGA-II,0,0.7659914743695707,5.507286063326394e-10,
Truss2D,NSGA-II,0,0.6299825831667469,0.00909795920853376,
Truss2D,NSGA-II,0,0.13503536798109186,0.26739419722448776,
Truss2D,NSGA-II,0,0.5884268584605008,0.016344421176453194,
Truss2D,NSGA-II,0,0.09928071692850289,0.3536473538304126,
Truss2D,NSGA-II,0,0.005811283809052907,0.9089585178499417,
Truss2D,NSGA-II,0,0.12770989129457697,0.2806258999339083,
Truss2D,NSGA-II,0,0.3574390204802741,0.07469473658483877,
Truss2D,NSGA-II,0,0.060406413297414384,0.4744722207812469,
Truss2D,NSGA-II,0,0.008578626370416887,0.8805950175269194,
Truss2D,NSGA-II,0,0.07569020843174548,0.41959006116698283,
Truss2D,NSGA-II,0,0.2391296122967857,0.14163079091277067,
Truss2D,NSGA-II,0,0.06586504790342392,0.4512717176580207,
Truss2D,NSGA-II,0,0.0785902163140662,0.4054276806923529,
Truss2D,NSGA-II,0,0.04357223638965059,0.561338671743189,
Truss2D,NSGA-II,0,0.14961632767911373,0.2418959770708437,
Truss2D,NSGA-II,0,0.053342661726528934,0.511011081001008,
Truss2D,NSGA-II,0,0.47119461007010527,0.04197779019519108,
Truss2D,NSGA-II,0,0.6130889327889734,0.01160461356139203,
Truss2D,NSGA-II,0,0.002907095373305735,0.9560457002991911,
Truss2D,NSGA-II,0,0.3082366329748056,0.100003334426357,
Truss2D,NSGA-II,0,0.012763101738357452,0.8334901723666499,
Truss2D,NSGA-II,0,0.1558829100632159,0.23468394229521342,
Truss2D,NSGA-II,0,0.4057241987917535,0.057554943275431265,
Truss2D,NSGA-II,0,0.5478247007564979,0.024895144843299792,
Truss2D,NSGA-II,0,0.49292453476993636,0.034507159985290414,
Truss2D,NSGA-II,0,0.042504221263664814,0.5837991671810108,
Truss2D,NSGA-II,0,0.19888130332154047,0.18161517364528126,
Truss2D,NSGA-II,0,0.3740247162204281,0.06973046939903557,
Truss2D,NSGA-II,0,0.27936776669418917,0.11966771008156095,
Truss2D,NSGA-II,0,0.023836353219149085,0.7121136966354994,
Truss2D,NSGA-II,0,0.22511971558300517,0.15053232335145086,
Truss2D,NSGA-II,0,0.010393710139177153,0.8589741595904129,
Truss2D,NSGA-II,0,0.48758245625862895,0.03640879964786949,
Truss2D,NSGA-II,0,0.16324134253569098,0.22201942277272563,
Truss2D,NSGA-II,0,0.0009143126031626567,0.9859264133047017,
Truss2D,NSGA-II,0,0.12029368174984381,0.28974206822050047,
Truss2D,NSGA-II,0,0.015729095482576675,0.7895473633719168,
Truss2D,NSGA-II,0,0.10685104829905309,0.3187449724839999,
Truss2D,NSGA-II,0,0.18743929687778252,0.19390494210562279,
Truss2D,NSGA-II,0,0.5852479463587071,0.01871115559861158,
Truss2D,NSGA-II,0,0.7548350062121737,0.0004303837462604605,
Truss2D,NSGA-II,0,0.03905827155970317,0.5921675269219887,
Truss2D,NSGA-II,0,0.43809761435205685,0.04811673601338002,
Truss2D,NSGA-II,0,0.022119332434386997,0.7206057261424923,
Truss2D,NSGA-II,0,0.002728858680836357,0.9683496639180665,
Truss2D,NSGA-II,0,0.11630788365011172,0.3002380330937318,
Truss2D,NSGA-II,0,0.0823748104086226,0.38929732867153516,
Truss2D,NSGA-II,0,0.007424361255350551,0.8949816761543478,
Truss2D,NSGA-II,0,0.09079062002452305,0.36037446529496536,
Truss2D,NSGA-II,0,0.3490301978077148,0.07882982047647305,
Truss2D,NSGA-II,0,0.29392450981219653,0.10995604914741469,
Truss2D,NSGA-II,0,0.017072316409678715,0.7846117100631991,
Truss2D,NSGA-II,0,0.11136862723926381,0.31080716525903945,
Truss2D,NSGA-II,0,0.7011802101512146,0.0024329595361410232,
Truss2D,NSGA-II,0,0.06327234191120766,0.4643394089246956,
Truss2D,NSGA-II,0,0.5234763422918524,0.02822251388136795,
Truss2D,NSGA-II,0,0.41637243900266546,0.05575169548181079,
Truss2D,NSGA-II,0,0.37992179372575025,0.06718454166046732,
Truss2D,NSGA-II,0,0.21624541089530447,0.1591123478740314,
Truss2D,NSGA-II,0,0.01873909992723696,0.762851635118985,
Truss2D,NSGA-II,0,0.6613448672684287,0.0058661806969697115,
Truss2D,NSGA-II,0,0.010598530635271965,0.8479515085231657,
Truss2D,NSGA-II,0,0.08835260273188535,0.3713637738837059,
Truss2D,NSGA-II,0,0.17670082370047185,0.20471594459317105,
Truss2D,NSGA-II,0,0.28819624000171473,0.11748384514099942,
Truss2D,NSGA-II,0,0.3012325433854408,0.10336081965437187,
Truss2D,NSGA-II,0,0.5645024883751592,0.01957735782414987,
Truss2D,NSGA-II,0,0.19854115497488642,0.18236938032640307,
Truss2D,NSGA-II,0,0.2337141919139924,0.14578755390495735,
Truss2D,NSGA-II,0,0.5643452392521413,0.019623632763904154,
Truss2D,NSGA-II,0,0.004649768992254459,0.9326519408466531,
Truss2D,NSGA-II,0,0.004629932925351644,0.9331326468158994,
Truss2D,NSGA-II,0,0.08525319300184553,0.38181429360961755,
Truss2D,NSGA-II,0,0.18474956448713187,0.19860046121523975,
Truss2D,NSGA-II,0,0.01894786467398756,0.7575849012419936,
Truss2D,NSGA-II,0,0.6143110151400345,0.011513958429328912,
Truss2D,NSGA-II,0,0.5323984339994837,0.0266022262944993,
Truss2D,NSGA-II,0,0.2641871820625097,0.1227923361757529,
Truss2D,NSGA-II,0,0.3928108510815735,0.06273372433950063,
Truss2D,NSGA-II,1,0.7633654169945531,3.3769427585468573e-10,
Truss2D,NSGA-II,1,0.0005000738718536307,0.9990007099589818,
Truss2D,NSGA-II,1,0.008136836285186671,0.8809189127033015,
Truss2D,NSGA-II,1,0.0318793925653309,0.6376104810154489,
Truss2D,NSGA-II,1,0.31445926913715544,0.09376536362633056,
Truss2D,NSGA-II,1,0.552982911240164,0.022048209508768724,
Truss2D,NSGA-II,1,0.1848211718609619,0.18947462692452902,
Truss2D,NSGA-II,1,0.6592492210083069,0.006424637175867764,
Truss2D,NSGA-II,1,0.001819454024924882,0.9690278396982508,
Truss2D,NSGA-II,1,0.5298023962680981,0.027453256494537483,
Truss2D,NSGA-II,1,0.056208479941754125,0.491818046364516,
Truss2D,NSGA-II,1,0.21252691499678533,0.16332790698483704,
Truss2D,NSGA-II,1,0.15822003880092872,0.2299822159415252,
Truss2D,NSGA-II,1,0.3902742159031413,0.06405072554979276,
Truss2D,NSGA-II,1,0.2645014034042058,0.12678605855425695,
Truss2D,NSGA-II,1,0.016629231265324288,0.7854470366840992,
Truss2D,NSGA-II,1,0.24681006450662343,0.13385839373731737,
Truss2D,NSGA-II,1,0.03946089492390648,0.5858355403301888,
Truss2D,NSGA-II,1,0.029587044205339513,0.6631328748969575,
Truss2D,NSGA-II,1,0.2975447494021184,0.10450827160045187,
Truss2D,NSGA-II,1,0.11312754273920941,0.3087729303062516,
Truss2D,NSGA-II,1,0.7231485218970662,0.001413570331651361,
Truss2D,NSGA-II,1,0.3309271262242216,0.08998378101371919,
Truss2D,NSGA-II,1,0.48096241434563336,0.03822392312640133,
Truss2D,NSGA-II,1,0.0805144862804339,0.4035862319343872,
Truss2D,NSGA-II,1,0.3524882007335962,0.07936104238180182,
Truss2D,NSGA-II,1,0.12065554864533261,0.2986357215953345,
Truss2D,NSGA-II,1,0.015074903195734532,0.8093141394856854,
Truss2D,NSGA-II,1,0.23123955040054847,0.14702859299420962,
Truss2D,NSGA-II,1,0.12591001497808108,0.28250626051662814,
Truss2D,NSGA-II,1,0.021799132922174932,0.7229827676520673,
Truss2D,NSGA-II,1,0.009858414296084427,0.8551923530524392,
Truss2D,NSGA-II,1,0.36617067869581704,0.07154495185745838,
Truss2D,NSGA-II,1,0.1724796553523969,0.2106436627603471,
Truss2D,NSGA-II,1,0.020318635860139996,0.752672946378669,
Truss2D,NSGA-II,1,0.7104225216692251,0.0024690028964994937,
Truss2D,NSGA-II,1,0.4695971028460512,0.04327403762997924,
Truss2D,NSGA-II,1,0.1042991204628768,0.3237875571747015,
Truss2D,NSGA-II,1,0.4041634620771052,0.05952630983264551,
Truss2D,NSGA-II,1,0.3393513547575995,0.08184198588487425,
Truss2D,NSGA-II,1,0.012966969503376048,0.823553141677435,
Truss2D,NSGA-II,1,0.7442556914112877,0.0005436610428550176,
Truss2D,NSGA-II,1,0.13339090837760184,0.27271239007036546,
Truss2D,NSGA-II,1,0.09743793321975826,0.343413158497482,
Truss2D,NSGA-II,1,0.42560181325630025,0.05711084754254412,
Truss2D,NSGA-II,1,0.027545106396277184,0.6893259145705972,
Truss2D,NSGA-II,1,0.004231475965892249,0.9493278872244395,
Truss2D,NSGA-II,1,0.1737106274534111,0.20962671320719223,
Truss2D,NSGA-II,1,0.0755608752233805,0.4135663485039336,
Truss2D,NSGA-II,1,0.0045426192561302025,0.9345572705115203,
Truss2D,NSGA-II,1,0.005918456264324814,0.9133901119915782,
Truss2D,NSGA-II,1,0.011603762210670492,0.8435587871645107,
Truss2D,NSGA-II,1,0.06583231748852812,0.44739892426394523,
Truss2D,NSGA-II,1,0.6343369758803423,0.008610985074897416,
Truss2D,NSGA-II,1,0.13786599459992907,0.2596124348186396,
Truss2D,NSGA-II,1,0.043208908735296044,0.5642737966966009,
Truss2D,NSGA-II,1,0.49954031239692526,0.03801604855409913,
Truss2D,NSGA-II,1,0.07286474843721648,0.4307783844805094,
Truss2D,NSGA-II,1,0.0633033279367781,0.46991156156276365,
Truss2D,NSGA-II,1,0.08435919018647149,0.38092458279360636,
Truss2D,NSGA-II,1,0.05321264211092115,0.5097045349120173,
Truss2D,NSGA-II,1,0.29187658140865136,0.11134381317028363,
Truss2D,NSGA-II,1,0.627079514753133,0.010355422358806462,
Truss2D,NSGA-II,1,0.6080819498095752,0.013794589456133297,
Truss2D,NSGA-II,1,0.2718486107806817,0.1164425647409258,
Truss2D,NSGA-II,1,0.03706270170041367,0.6125368913288939,
Truss2D,NSGA-II,1,0.2390192725215188,0.14229895459097366,
Truss2D,NSGA-II,1,0.2799946026869468,0.11451709456141655,
Truss2D,NSGA-II,1,0.15454201549404364,0.23839523865270554,
Truss2D,NSGA-II,1,0.19570300977932245,0.18157383901254123,
Truss2D,NSGA-II,1,0.5898269233790466,0.016296448765926938,
Truss2D,NSGA-II,1,0.08742612719305812,0.3789189109808833,
Truss2D,NSGA-II,1,0.04606375419906294,0.5594758337881806,
Truss2D,NSGA-II,1,0.024614243021243928,0.7136584473561118,
Truss2D,NSGA-II,1,0.039052350582564586,0.606154638053775,
Truss2D,NSGA-II,1,0.05076543925301761,0.5180806946796583,
Truss2D,NSGA-II,1,0.02911338905758439,0.6811772271500323,
Truss2D,NSGA-II,1,0.017966525621526903,0.7633896308359875,
Truss2D,NSGA-II,1,0.04778084507790167,0.5397265747787134,
Truss2D,NSGA-II,1,0.1039316355119339,0.33635553377097693,
Truss2D,NSGA-II,1,0.6120829872861042,0.01276763840186644,
Truss2D,NSGA-II,1,0.4544550318834993,0.04334118336374179,
Truss2D,NSGA-II,1,0.5673151051277944,0.019688533934395697,
Truss2D,NSGA-II,1,0.5175100819751705,0.029071198738941595,
Truss2D,NSGA-II,1,0.14696120715982525,0.24640237214070057,
Truss2D,NSGA-II,1,0.06826678584997463,0.4382909638665089,
Truss2D,NSGA-II,1,0.6753735818572838,0.003516806179805175,
Truss2D,NSGA-II,1,0.06410016298857828,0.46832801286312237,
Truss2D,NSGA-II,1,0.36510891585094923,0.07212068239776345,
Truss2D,NSGA-II,1,0.09141171707810984,0.3592265165705737,
Truss2D,NSGA-II,1,0.7518593150672066,0.00023487946773209076,
Truss2D,NSGA-II,1,0.14238398911033928,0.24929250719345375,
Truss2D,NSGA-II,1,0.44179124543606135,0.046631412088700745,
Truss2D,NSGA-II,1,0.6925931148255856,0.00288527356290494,
Truss2D,NSGA-II,1,0.6735911769964709,0.0038277050915270124,
Truss2D,NSGA-II,1,0.693362034922912,0.002709550890288996,
Truss2D,NSGA-II,1,0.0916674330761259,0.35883621562989576,
Truss2D,NSGA-II,1,0.20002148118425567,0.1782219570212424,
Truss2D,NSGA-II,1,0.5027183343141972,0.032309364348848825,
Truss2D,NSGA-II,1,0.005868343828508889,0.9143607149882343,
Truss2D,NSGA-II,2,0.7620450845606719,1.923148620230954e-10,
Truss2D,NSGA-II,2,0.0001610456975936071,0.9970641788686189,
Truss2D,NSGA-II,2,0.039413031608754916,0.5885620804953059,
Truss2D,NSGA-II,2,0.5821214883709132,0.016972958529580074,
Truss2D,NSGA-II,2,0.5516969411798891,0.02205836980140593,
Truss2D,NSGA-II,2,0.11535702484653033,0.2997916424634306,
Truss2D,NSGA-II,2,0.10606043849728472,0.32146478208130425,
Truss2D,NSGA-II,2,0.2548638344742297,0.1290367884658297,
Truss2D,NSGA-II,2,0.06773383311434752,0.44454843450537374,
Truss2D,NSGA-II,2,0.6843451552666312,0.003140327025911007,
Truss2D,NSGA-II,2,0.004561840831597051,0.9530266903343567,
Truss2D,NSGA-II,2,0.027073963399232806,0.6773582400109348,
Truss2D,NSGA-II,2,0.07852735557122045,0.4143534439621238,
Truss2D,NSGA-II,2,0.014659608000461982,0.8111259090361023,
Truss2D,NSGA-II,2,0.0020528833892442064,0.9762872096472589,
Truss2D,NSGA-II,2,0.037168634213919916,0.6157015874267111,
Truss2D,NSGA-II,2,0.08264705946013512,0.3908820408716394,
Truss2D,NSGA-II,2,0.1595296081631199,0.22483125836022005,
Truss2D,NSGA-II,2,0.10150054666400218,0.3378387185790309,
Truss2D,NSGA-II,2,0.07189403262160132,0.4248668485926591,
Truss2D,NSGA-II,2,0.5176764675779378,0.029137339570748332,
Truss2D,NSGA-II,2,0.19808250168705105,0.1793800666002329,
Truss2D,NSGA-II,2,0.05588385323081546,0.5126619100790727,
Truss2D,NSGA-II,2,0.01898281034132909,0.7537840782075539,
