problema,algoritmo,run,seed,f1,f2,f3
Truss2D,R-NSGA-II,0,42,0.014981171026247603,26746.087236596984,
Truss2D,R-NSGA-II,0,42,0.014981171137900913,26746.08708048795,
Truss2D,R-NSGA-II,0,42,0.014981171135445368,26746.087092768623,
Truss2D,R-NSGA-II,0,42,0.014981170885596255,26746.087869264487,
Truss2D,R-NSGA-II,0,42,0.014981170956405809,26746.087718359024,
Truss2D,R-NSGA-II,0,42,0.01491736898833396,26984.31175036291,
Truss2D,R-NSGA-II,0,42,0.015090524303886022,26657.240528535334,
Truss2D,R-NSGA-II,0,42,0.014981170938356478,26746.087772611165,
Truss2D,R-NSGA-II,0,42,0.014981171322634101,26746.086741313127,
Truss2D,R-NSGA-II,0,42,0.014981171301304112,26746.086820248198,
Truss2D,R-NSGA-II,0,42,0.014981171223078914,26746.08703779941,
Truss2D,R-NSGA-II,0,42,0.014981171380799834,26746.086623654825,
Truss2D,R-NSGA-II,0,42,0.014844036663438562,27184.55977105893,
Truss2D,R-NSGA-II,0,42,0.014981169726006514,26746.091534363517,
Truss2D,R-NSGA-II,0,42,0.014981170203466346,26746.09040327504,
Truss2D,R-NSGA-II,0,42,0.01523418684295277,26572.303352006864,
Truss2D,R-NSGA-II,0,42,0.014981171867260945,26746.08652034112,
Truss2D,R-NSGA-II,0,42,0.014981172104617597,26746.0859002397,
Truss2D,R-NSGA-II,0,42,0.014690978196377446,27383.049106852464,
Truss2D,R-NSGA-II,0,42,0.014981172147648807,26746.085864428514,
Truss2D,R-NSGA-II,0,42,0.015349994690020151,26244.605833699366,
Truss2D,R-NSGA-II,0,42,0.014981168461708059,26746.096259167276,
Truss2D,R-NSGA-II,0,42,0.014981168386557548,26746.09670795774,
Truss2D,R-NSGA-II,0,42,0.014550017556064505,27742.948326154663,
Truss2D,R-NSGA-II,0,42,0.01547188055669134,25956.62003724031,
Truss2D,R-NSGA-II,0,42,0.01498117246851679,26746.085723489694,
Truss2D,R-NSGA-II,0,42,0.014981168877730242,26746.0957886615,
Truss2D,R-NSGA-II,0,42,0.014981173164991136,26746.084320283346,
Truss2D,R-NSGA-II,0,42,0.014419677325866243,27746.193016899564,
Truss2D,R-NSGA-II,0,42,0.015610588055692511,25641.09075695889,
Truss2D,R-NSGA-II,0,42,0.014981168813911625,26746.09625887911,
Truss2D,R-NSGA-II,0,42,0.014981169718192158,26746.094287027845,
Truss2D,R-NSGA-II,0,42,0.01426257971369946,28092.10357268655,
Truss2D,R-NSGA-II,0,42,0.014981172918182475,26746.0856322581,
Truss2D,R-NSGA-II,0,42,0.015726317044977234,25455.012195402018,
Truss2D,R-NSGA-II,0,42,0.014981172927872557,26746.085624193878,
Truss2D,R-NSGA-II,0,42,0.014074574444291079,28583.477080572375,
Truss2D,R-NSGA-II,0,42,0.01498116945467181,26746.09526222792,
Truss2D,R-NSGA-II,0,42,0.015948848201050768,25444.749981891917,
Truss2D,R-NSGA-II,0,42,0.014981173131633812,26746.085186060354,
Truss2D,R-NSGA-II,0,42,0.01498117736822071,26746.075472880817,
Truss2D,R-NSGA-II,0,42,0.013921304150095314,29014.54602208704,
Truss2D,R-NSGA-II,0,42,0.014981177417396213,26746.075367199075,
Truss2D,R-NSGA-II,0,42,0.01615816297763674,25049.894810580063,
Truss2D,R-NSGA-II,0,42,0.014981177466310945,26746.07535621535,
Truss2D,R-NSGA-II,0,42,0.01498117752609806,26746.07523310821,
Truss2D,R-NSGA-II,0,42,0.013746662879044112,29142.13285092782,
Truss2D,R-NSGA-II,0,42,0.014981177525941664,26746.07523539483,
Truss2D,R-NSGA-II,0,42,0.013638911089516535,29514.649258466994,
Truss2D,R-NSGA-II,0,42,0.014981177499132041,26746.075323552268,
Truss2D,R-NSGA-II,0,42,0.014981177523927632,26746.075308591582,
Truss2D,R-NSGA-II,0,42,0.016455031901695723,24592.49189057753,
Truss2D,R-NSGA-II,0,42,0.013454393517351653,30234.116033586357,
Truss2D,R-NSGA-II,0,42,0.014981177564142464,26746.075215711942,
Truss2D,R-NSGA-II,0,42,0.014981175294192722,26746.08146494123,
Truss2D,R-NSGA-II,0,42,0.016729189571526106,24113.249749451217,
Truss2D,R-NSGA-II,0,42,0.014981177366837331,26746.075768155606,
Truss2D,R-NSGA-II,0,42,0.013279660010976819,30267.64932918192,
Truss2D,R-NSGA-II,0,42,0.014981177361615805,26746.075786166835,
Truss2D,R-NSGA-II,0,42,0.013057301892088126,30713.038272004727,
Truss2D,R-NSGA-II,0,42,0.014981177360429625,26746.075790258466,
Truss2D,R-NSGA-II,0,42,0.017042024652236643,23738.687945041933,
Truss2D,R-NSGA-II,0,42,0.017280585851388773,23558.438917489042,
Truss2D,R-NSGA-II,0,42,0.014981177024545133,26746.076785299232,
Truss2D,R-NSGA-II,0,42,0.01498117696993719,26746.076960596412,
Truss2D,R-NSGA-II,0,42,0.012688011091783045,31562.48390867579,
Truss2D,R-NSGA-II,0,42,0.014981176936907786,26746.07706308189,
Truss2D,R-NSGA-II,0,42,0.01756563895720451,22890.13660962749,
Truss2D,R-NSGA-II,0,42,0.012541767630268378,31927.67790205949,
Truss2D,R-NSGA-II,0,42,0.014981176910098162,26746.077151239344,
Truss2D,R-NSGA-II,0,42,0.014981177080740963,26746.076715636962,
Truss2D,R-NSGA-II,0,42,0.017719190978764475,22846.489971718198,
Truss2D,R-NSGA-II,0,42,0.012429106063582095,32235.021503191234,
Truss2D,R-NSGA-II,0,42,0.01498117687834554,26746.07727653437,
Truss2D,R-NSGA-II,0,42,0.01498117535902783,26746.081462332095,
Truss2D,R-NSGA-II,0,42,0.012344085533039457,32575.76759418248,
Truss2D,R-NSGA-II,0,42,0.01798074992648132,22749.066115008918,
Truss2D,R-NSGA-II,0,42,0.014981175562789231,26746.080927670428,
Truss2D,R-NSGA-II,0,42,0.01498117769306036,26746.075092999312,
Truss2D,R-NSGA-II,0,42,0.012242303716340996,33183.45254949551,
Truss2D,R-NSGA-II,0,42,0.018047209774789894,22272.26490383123,
Truss2D,R-NSGA-II,0,42,0.014981176787028972,26746.077588491396,
Truss2D,R-NSGA-II,0,42,0.01498117500916142,26746.08251611479,
Truss2D,R-NSGA-II,0,42,0.012036455885133319,33624.06024355425,
Truss2D,R-NSGA-II,0,42,0.01823391165891347,22137.270509319664,
Truss2D,R-NSGA-II,0,42,0.014981175062675912,26746.082488387074,
Truss2D,R-NSGA-II,0,42,0.018365227581313332,22092.15991754442,
Truss2D,R-NSGA-II,0,42,0.014981176106729584,26746.07965528267,
Truss2D,R-NSGA-II,0,42,0.01845225470850965,21793.966546145253,
Truss2D,R-NSGA-II,0,42,0.014981176243045681,26746.079372302756,
Truss2D,R-NSGA-II,0,42,0.01498117592081161,26746.080393852542,
Truss2D,R-NSGA-II,0,42,0.011828424720081013,34250.023239873335,
Truss2D,R-NSGA-II,0,42,0.01154683980306058,36083.5893894755,
Truss2D,R-NSGA-II,0,42,0.014981174990054646,26746.08420162976,
Truss2D,R-NSGA-II,0,42,0.019004546121479185,21082.71513300572,
Truss2D,R-NSGA-II,0,42,0.014981183349358189,26746.064840754607,
Truss2D,R-NSGA-II,0,42,0.014981183226279718,26746.06518301315,
Truss2D,R-NSGA-II,0,42,0.011515012418033873,36494.611407596305,
Truss2D,R-NSGA-II,0,42,0.014981183343051043,26746.064864095166,
Truss2D,R-NSGA-II,0,42,0.019358664100917522,21012.581978502694,
Truss2D,R-NSGA-II,1,43,0.014977695257260622,26709.90871854379,
Truss2D,R-NSGA-II,1,43,0.014977696869506618,26709.90798693837,
Truss2D,R-NSGA-II,1,43,0.014977696980605092,26709.905633133647,
Truss2D,R-NSGA-II,1,43,0.014977701677008654,26709.90154653672,
Truss2D,R-NSGA-II,1,43,0.014977640619357486,26709.909462266714,
Truss2D,R-NSGA-II,1,43,0.01497774173693462,26709.825799065668,
Truss2D,R-NSGA-II,1,43,0.014887055219751602,26964.14289404522,
Truss2D,R-NSGA-II,1,43,0.014976686721207296,26710.566385581296,
Truss2D,R-NSGA-II,1,43,0.014976680810122964,26710.5800698969,
Truss2D,R-NSGA-II,1,43,0.014976680823587364,26710.580022042952,
Truss2D,R-NSGA-II,1,43,0.014976675677458964,26710.587113834692,
Truss2D,R-NSGA-II,1,43,0.014976673984406153,26710.58830391858,
Truss2D,R-NSGA-II,1,43,0.014976674005143397,26710.588230216068,
Truss2D,R-NSGA-II,1,43,0.015168834263888879,26584.367778081014,
Truss2D,R-NSGA-II,1,43,0.014976659996483462,26710.59423578234,
Truss2D,R-NSGA-II,1,43,0.014976654620307518,26710.5989402353,
Truss2D,R-NSGA-II,1,43,0.014755617860376023,27615.457766907275,
Truss2D,R-NSGA-II,1,43,0.014976611300928507,26710.62974951674,
Truss2D,R-NSGA-II,1,43,0.01530831118446245,26285.57873146924,
Truss2D,R-NSGA-II,1,43,0.014976611358243998,26710.600281651274,
Truss2D,R-NSGA-II,1,43,0.014976587362315382,26710.64523402381,
Truss2D,R-NSGA-II,1,43,0.014976587122184052,26710.645828852386,
Truss2D,R-NSGA-II,1,43,0.014645926030884073,27697.257430201484,
Truss2D,R-NSGA-II,1,43,0.014976585591026534,26710.64653396319,
Truss2D,R-NSGA-II,1,43,0.014976585624492136,26710.646416207812,
Truss2D,R-NSGA-II,1,43,0.015459731761078743,26197.3845906397,
Truss2D,R-NSGA-II,1,43,0.014976588780713892,26710.635153318242,
Truss2D,R-NSGA-II,1,43,0.014976576793653548,26710.652374713045,
Truss2D,R-NSGA-II,1,43,0.01446383276861905,27749.442875003308,
Truss2D,R-NSGA-II,1,43,0.014976808266972244,26710.058851773083,
Truss2D,R-NSGA-II,1,43,0.014976790950947028,26710.071999881373,
Truss2D,R-NSGA-II,1,43,0.014257957652772978,28060.113543524985,
Truss2D,R-NSGA-II,1,43,0.01574967859811186,26060.10533067953,
Truss2D,R-NSGA-II,1,43,0.014976790213897405,26710.07251737061,
Truss2D,R-NSGA-II,1,43,0.014976759192921352,26710.084509543536,
Truss2D,R-NSGA-II,1,43,0.015845078872795695,25406.78551445193,
Truss2D,R-NSGA-II,1,43,0.014976752970287418,26710.096987046036,
Truss2D,R-NSGA-II,1,43,0.014976752670275775,26710.097179786742,
Truss2D,R-NSGA-II,1,43,0.014004441984388862,28570.494894235493,
Truss2D,R-NSGA-II,1,43,0.013906598395632908,28848.75748167478,
Truss2D,R-NSGA-II,1,43,0.0149767386908949,26710.107808788354,
Truss2D,R-NSGA-II,1,43,0.01609850569772958,25192.850051830224,
Truss2D,R-NSGA-II,1,43,0.014976689781870566,26710.1718717144,
Truss2D,R-NSGA-II,1,43,0.01626143944455971,25087.903056144893,
Truss2D,R-NSGA-II,1,43,0.014976474587826017,26710.73495871426,
Truss2D,R-NSGA-II,1,43,0.01370271412817149,29367.289943560856,
Truss2D,R-NSGA-II,1,43,0.014976699512362256,26710.137354164126,
Truss2D,R-NSGA-II,1,43,0.014976491715146714,26710.683208774546,
Truss2D,R-NSGA-II,1,43,0.016386379264679257,24973.230325699493,
Truss2D,R-NSGA-II,1,43,0.016502143435081534,24609.506482287896,
Truss2D,R-NSGA-II,1,43,0.014976462548711435,26710.74583522874,
Truss2D,R-NSGA-II,1,43,0.013490992463286645,29688.575896614035,
Truss2D,R-NSGA-II,1,43,0.014976461748693666,26710.74671940233,
Truss2D,R-NSGA-II,1,43,0.016602791731136622,24197.429423730544,
Truss2D,R-NSGA-II,1,43,0.01497646265973837,26710.743481368092,
Truss2D,R-NSGA-II,1,43,0.014976462659743409,26710.74348135018,
Truss2D,R-NSGA-II,1,43,0.013357731170728946,30171.89486299171,
Truss2D,R-NSGA-II,1,43,0.014976462711309736,26710.743298073216,
Truss2D,R-NSGA-II,1,43,0.016773075289726026,23859.742503357906,
Truss2D,R-NSGA-II,1,43,0.01314178819251402,30448.15696241721,
Truss2D,R-NSGA-II,1,43,0.014976462711314774,26710.743298055302,
Truss2D,R-NSGA-II,1,43,0.014976463316458256,26710.741147255365,
Truss2D,R-NSGA-II,1,43,0.012928958829845585,31263.15106716714,
Truss2D,R-NSGA-II,1,43,0.014976475256669897,26710.698709446253,
Truss2D,R-NSGA-II,1,43,0.01714703886242151,23460.93797704494,
Truss2D,R-NSGA-II,1,43,0.01497647596205228,26710.69620238579,
Truss2D,R-NSGA-II,1,43,0.012704909051565664,31573.410663225728,
Truss2D,R-NSGA-II,1,43,0.01497643953989623,26710.78142563451,
Truss2D,R-NSGA-II,1,43,0.01745688760876274,23161.329354880872,
Truss2D,R-NSGA-II,1,43,0.01497562340796606,26710.900736904092,
Truss2D,R-NSGA-II,1,43,0.01497557331573922,26710.957167308778,
Truss2D,R-NSGA-II,1,43,0.012593285177772851,32149.620372108024,
Truss2D,R-NSGA-II,1,43,0.017779922301548675,22821.284625781922,
Truss2D,R-NSGA-II,1,43,0.014975572137832831,26710.961354255473,
Truss2D,R-NSGA-II,1,43,0.014975571159902003,26710.964830376714,
Truss2D,R-NSGA-II,1,43,0.012208056958468078,32944.72103102643,
Truss2D,R-NSGA-II,1,43,0.014975486802227836,26710.988490457992,
Truss2D,R-NSGA-II,1,43,0.012122542154319606,33425.6327280577,
Truss2D,R-NSGA-II,1,43,0.01497530194926568,26711.555826095966,
Truss2D,R-NSGA-II,1,43,0.017974896070192543,22384.33414194266,
Truss2D,R-NSGA-II,1,43,0.014975293171232733,26711.58918825482,
Truss2D,R-NSGA-II,1,43,0.014975282369650499,26711.594667252153,
Truss2D,R-NSGA-II,1,43,0.011948326363085321,33555.44019245269,
Truss2D,R-NSGA-II,1,43,0.018208104335466248,22021.127643299154,
Truss2D,R-NSGA-II,1,43,0.014975279997302492,26711.596546082994,
Truss2D,R-NSGA-II,1,43,0.01837782938559124,21911.42385985569,
Truss2D,R-NSGA-II,1,43,0.014975279695807732,26711.59761782911,
Truss2D,R-NSGA-II,1,43,0.0186339514662368,21529.01689105308,
Truss2D,R-NSGA-II,1,43,0.014975361811536515,26711.09598809414,
Truss2D,R-NSGA-II,1,43,0.011452126769223941,35040.538878989944,
Truss2D,R-NSGA-II,1,43,0.014975328173596477,26711.11962003511,
Truss2D,R-NSGA-II,1,43,0.011351158493644067,35858.412048035265,
Truss2D,R-NSGA-II,1,43,0.014975236803133642,26711.60004677993,
Truss2D,R-NSGA-II,1,43,0.014975317629879564,26711.12903373379,
Truss2D,R-NSGA-II,1,43,0.018817287241864582,21410.426385200684,
Truss2D,R-NSGA-II,1,43,0.014975163364515539,26711.64081266934,
Truss2D,R-NSGA-II,1,43,0.01131962416255545,36619.040293000486,
Truss2D,R-NSGA-II,1,43,0.014975137803365972,26711.678642250572,
Truss2D,R-NSGA-II,1,43,0.018953351858243234,21189.91654964412,
Truss2D,R-NSGA-II,1,43,0.014975137796249571,26711.67866792122,
Truss2D,R-NSGA-II,2,44,0.014983862277161373,26761.289801305924,
Truss2D,R-NSGA-II,2,44,0.014983862277142162,26761.28980136655,
Truss2D,R-NSGA-II,2,44,0.014983862277073254,26761.289801716648,
Truss2D,R-NSGA-II,2,44,0.014983862276708972,26761.28980219018,
Truss2D,R-NSGA-II,2,44,0.01498386227702668,26761.289801964078,
Truss2D,R-NSGA-II,2,44,0.014983862276120728,26761.289805102064,
Truss2D,R-NSGA-II,2,44,0.014983862275911631,26761.289805818808,
Truss2D,R-NSGA-II,2,44,0.014983862275508294,26761.28980622793,
Truss2D,R-NSGA-II,2,44,0.014983862275852775,26761.289806020548,
Truss2D,R-NSGA-II,2,44,0.014983862275827747,26761.289806106346,
Truss2D,R-NSGA-II,2,44,0.014983862274968986,26761.28980882098,
Truss2D,R-NSGA-II,2,44,0.014983862274264462,26761.289809508384,
Truss2D,R-NSGA-II,2,44,0.0149838622742049,26761.28980969635,
Truss2D,R-NSGA-II,2,44,0.015116702195457174,26650.52540782606,
Truss2D,R-NSGA-II,2,44,0.014983862274167137,26761.289809825794,
Truss2D,R-NSGA-II,2,44,0.01498386227397069,26761.289810567792,
Truss2D,R-NSGA-II,2,44,0.014910229654288409,26996.800833115125,
Truss2D,R-NSGA-II,2,44,0.014983862273804445,26761.289811069033,
Truss2D,R-NSGA-II,2,44,0.014983862273758253,26761.289811227372,
Truss2D,R-NSGA-II,2,44,0.015268012212176003,26531.995325139484,
Truss2D,R-NSGA-II,2,44,0.014983862273673359,26761.28981218016,
Truss2D,R-NSGA-II,2,44,0.014824120779023547,27280.423258736457,
Truss2D,R-NSGA-II,2,44,0.014983862273207013,26761.289813958032,
Truss2D,R-NSGA-II,2,44,0.01498386227296451,26761.289815739994,
Truss2D,R-NSGA-II,2,44,0.014983862272524236,26761.289816298457,
Truss2D,R-NSGA-II,2,44,0.014983862272520732,26761.289816310466,
Truss2D,R-NSGA-II,2,44,0.015352211775003781,26144.667212566856,
Truss2D,R-NSGA-II,2,44,0.014623403065209102,27465.126454646866,
Truss2D,R-NSGA-II,2,44,0.014983862272501213,26761.289816370434,
Truss2D,R-NSGA-II,2,44,0.014983862272475295,26761.289816466215,
Truss2D,R-NSGA-II,2,44,0.015517417667869566,25909.16296872718,
Truss2D,R-NSGA-II,2,44,0.01498386227247179,26761.289816478227,
Truss2D,R-NSGA-II,2,44,0.014547256061436972,27854.623070557496,
Truss2D,R-NSGA-II,2,44,0.014983862272841167,26761.28981624648,
Truss2D,R-NSGA-II,2,44,0.014332936980372479,27928.132152778388,
Truss2D,R-NSGA-II,2,44,0.01574256531917476,25504.127604015073,
Truss2D,R-NSGA-II,2,44,0.014983862272337497,26761.289818150894,
Truss2D,R-NSGA-II,2,44,0.014983862272210952,26761.289818503974,
Truss2D,R-NSGA-II,2,44,0.015892281239930202,25414.61591413961,
Truss2D,R-NSGA-II,2,44,0.014103459415451323,28586.061263030453,
Truss2D,R-NSGA-II,2,44,0.014983862272177356,26761.289818699828,
Truss2D,R-NSGA-II,2,44,0.016148238652980977,25046.140409662225,
Truss2D,R-NSGA-II,2,44,0.014983862271530143,26761.289819432142,
